input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:original_blocks,counter:selected_blocks,counter:issued_output_bytes,counter:left_metadata_bytes,counter:right_metadata_bytes,counter:raw_allocation_bytes,counter:metadata_bytes,counter:readable_suffix_bytes,counter:predicted_allocation_bytes,counter:actual_allocation_bytes,counter:body_mae_bytes,counter:wrong_byte_choice_fraction,counter:storage_regret_bytes,counter:max_storage_regret_bytes,counter:output_body_bytes
neoverse-v2,algebra/random129/series_tuple/union/complete/grain2/all,1,5,"[22582.229032256266,22568.858064508207,22561.638709679566,22583.635483870934,22567.6999999994]",22568.858064508207,"[22580.98064474677,22568.064515883547,22560.874193063242,22606.38064457922,22567.06129041812]",22568.064515883547,,,129.0,129.0,4128.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/complete/grain2/masked25,1,5,"[7207.314168375726,7203.002053390314,7200.037987677385,7203.066735113216,7209.640657081266]",7203.066735113216,"[7207.066735298276,7202.732033125895,7199.771047531833,7202.796714633592,7217.759753682322]",7202.796714633592,,,129.0,40.0,4128.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/complete/grain2/sparse17,1,5,"[1672.1257756562948,1672.0799522668735,1670.9856801906863,1672.5429594269317,1676.0515513118448]",1672.1257756562948,"[1672.0639619019676,1672.0198090816125,1670.929594201055,1678.691646778618,1678.1510739508549]",1672.0639619019676,,,129.0,8.0,4128.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/selected/grain1/all,1,5,"[23294.203333333506,23287.240000004298,23281.243333338844,23278.049999989984,23293.81666667037]",23287.240000004298,"[23293.366666621296,23286.330000094797,23280.376667571545,23277.21666612585,23292.956666409736]",23286.330000094797,,,129.0,129.0,4128.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/selected/grain1/masked25,1,5,"[7402.419148934798,7388.971276596637,7399.589361704724,7384.111702130874,7387.800000002247]",7388.971276596637,"[7412.701063700258,7388.735106205592,7428.862766167359,7383.907446405538,7387.524468132587]",7388.735106205592,,,129.0,40.0,1280.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/selected/grain1/sparse17,1,5,"[1688.6541988415065,1685.2191119693277,1690.2060810806947,1689.2816119693932,1685.157577219488]",1688.6541988415065,"[1688.5907335698585,1685.1527509796942,1690.145752890375,1689.2333494077066,1685.1008687403057]",1688.5907335698585,,,129.0,8.0,256.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/selected/grain2/all,1,5,"[22793.652597397504,22767.892857151866,22769.457792207868,22774.198051948155,22780.035714284364]",22774.198051948155,"[22826.558441530713,22767.282466879627,22768.62337655441,22773.45779268878,22779.126624442]",22773.45779268878,,,129.0,129.0,4128.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/selected/grain2/masked25,1,5,"[7263.546777546912,7267.873180873058,7263.883575882032,7260.401247403326,7258.795218297364]",7263.546777546912,"[7263.280664826695,7275.450104322078,7263.6143453859695,7260.135135329392,7258.52702673739]",7263.280664826695,,,129.0,40.0,1280.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/series_tuple/union/selected/grain2/sparse17,1,5,"[1684.3820981714966,1685.1583253130914,1684.729788257822,1683.515880654789,1684.356111645551]",1684.3820981714966,"[1684.3195379507779,1685.1183830807017,1684.666025122958,1683.4530798992832,1684.2957170021423]",1684.3195379507779,,,129.0,8.0,256.0,288.0,300.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/complete/grain1/all,1,5,"[23294.173333331022,23288.579999996746,23345.510000005732,23315.010000004575,23313.283333337156]",23313.283333337156,"[23293.309999038076,23287.73333222974,23547.3933328952,23314.643334136537,23312.76333279675]",23312.76333279675,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/complete/grain1/masked25,1,5,"[7306.427970557235,7303.396424815376,7310.194532069274,7306.593059935552,7305.522607781016]",7306.427970557235,"[7306.179810873056,7303.094637482315,7309.9169293844225,7306.312303019998,7305.249211303693]",7306.179810873056,,,129.0,40.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/complete/grain1/sparse17,1,5,"[1633.4600139893146,1629.58055490752,1630.191886220234,1630.8088132433666,1631.3662858474422]",1630.8088132433666,"[1641.9589647919943,1629.554907925456,1630.1384938207973,1630.7479599190697,1634.2179995434333]",1630.7479599190697,,,129.0,8.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/complete/grain2/all,1,5,"[22508.479099685297,22505.527331192214,22505.75884244254,22519.106109319844,22515.871382626843]",22508.479099685297,"[22507.861736941304,22504.810288635406,22504.893890499672,22518.299035263815,22515.08681695396]",22507.861736941304,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/complete/grain2/masked25,1,5,"[7169.520491803522,7160.599385246945,7164.569672133087,7152.9784836067765,7153.914959014016]",7160.599385246945,"[7177.45286901398,7160.474385578769,7164.325819810418,7152.704918061332,7153.644467090075]",7160.474385578769,,,129.0,40.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/complete/grain2/sparse17,1,5,"[1628.453274294859,1626.716150081721,1625.456536938032,1627.0144488464207,1625.9401072008154]",1626.716150081721,"[1628.3880214247122,1626.6574225704546,1625.401305046158,1626.9510603851058,1625.8827778914379]",1626.6574225704546,,,129.0,8.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/selected/grain1/all,1,5,"[23194.046357622785,23171.69536424291,23164.500000009113,23157.251655626722,23162.579470201814]",23164.500000009113,"[23223.57946974345,23171.079469316974,23163.751656952718,23156.43046402341,23161.791390195853]",23163.751656952718,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/selected/grain1/masked25,1,5,"[7310.728884255671,7320.21689259736,7307.834202292883,7308.783107403089,7306.3420229418825]",7308.783107403089,"[7310.4869655777875,7328.277371889612,7307.639207738723,7308.52137634499,7306.092804993323]",7308.52137634499,,,129.0,40.0,1280.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/selected/grain1/sparse17,1,5,"[1603.3574380165442,1605.452020201621,1603.6588613411668,1603.6161616163783,1602.9175849406354]",1603.6161616163783,"[1603.3021119873051,1607.3184114639544,1603.6046831899657,1603.5606061035303,1602.8617998373359]",1603.5606061035303,,,129.0,8.0,256.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/selected/grain2/all,1,5,"[22679.16883116137,22683.431818192566,22703.405844158246,22676.087662340564,22684.227272734628]",22683.431818192566,"[22678.53571461805,22682.675325523196,22729.84415542721,22675.4188319815,22683.392856308343]",22682.675325523196,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/selected/grain2/masked25,1,5,"[7201.986597936889,7201.719587631156,7202.452577316599,7215.382474224163,7204.430927834597]",7202.452577316599,"[7201.713401862191,7201.476288623639,7202.189690641971,7223.3618553094775,7204.2515465412735]",7202.189690641971,,,129.0,40.0,1280.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/intersection/selected/grain2/sparse17,1,5,"[1617.987759815663,1618.3602771363228,1618.3300230947107,1617.0207852193996,1619.8889145498424]",1618.3300230947107,"[1624.235565830166,1620.4503464472737,1619.682678937421,1617.8752887419973,1621.1741338834174]",1620.4503464472737,,,129.0,8.0,256.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/complete/grain1/all,1,5,"[23152.623762369836,23148.31023102328,23150.02970297204,23176.726072613546,23158.18481847829]",23152.623762369836,"[23151.78217902117,23147.564356819657,23149.244225050978,23209.825081817697,23157.722773290705]",23151.78217902117,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/complete/grain1/masked25,1,5,"[7297.5799373031405,7303.128526647307,7299.397074191099,7296.387669802112,7303.968652038134]",7299.397074191099,"[7297.26854762908,7302.845350082327,7299.148380517526,7296.119122142673,7311.6886103598745]",7299.148380517526,,,129.0,40.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/complete/grain1/sparse17,1,5,"[1627.6026474689504,1625.4170924285004,1628.0664189501986,1632.792150487518,1627.4331165809901]",1627.6026474689504,"[1627.5541105776665,1625.355782677603,1628.0167208545315,1634.6093822383627,1627.3989781550956]",1627.5541105776665,,,129.0,8.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/complete/grain2/all,1,5,"[22546.112903226902,22540.88709676694,22539.035483870954,22550.6580645151,22663.332258057453]",22546.112903226902,"[22545.40967764877,22540.135484133873,22538.190322877435,22549.89354960637,22708.574193353754]",22545.40967764877,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/complete/grain2/masked25,1,5,"[7173.937242798924,7211.059670780086,7205.046296294027,7196.499999999689,7186.01543210086]",7196.499999999689,"[7173.676954901608,7842.3518520244415,7596.225308600283,7782.151234646279,7359.989711875203]",7596.225308600283,,,129.0,40.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/complete/grain2/sparse17,1,5,"[1622.3549511854721,1622.8021850300374,1623.42352394238,1624.4972105993963,1623.2635983263683]",1623.2635983263683,"[1622.2866108482087,1622.7343096151565,1623.3630869379424,1624.4374709995907,1623.2036262170607]",1623.2036262170607,,,129.0,8.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/selected/grain1/all,1,5,"[23168.619999995128,23211.673333337993,23220.780000000235,23198.10333334023,23210.043333333393]",23210.043333333393,"[23168.213333519816,23210.796666717215,23219.956666859314,23197.533334193093,23209.193333665702]",23209.193333665702,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/selected/grain1/masked25,1,5,"[7315.262552299356,7316.87343096366,7316.652719666908,7313.3723849387425,7315.851464437378]",7315.851464437378,"[7314.971757463445,7316.621339208472,7316.33682005918,7313.080544096223,7315.5700836795395]",7315.5700836795395,,,129.0,40.0,1280.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/selected/grain1/sparse17,1,5,"[1608.8322565760095,1610.4425473001334,1607.0473004152825,1612.5664513152105,1611.6615136138591]",1610.4425473001334,"[1611.9912321295908,1610.407014282596,1606.9845408116873,1612.5055376381958,1611.6026765397958]",1611.6026765397958,,,129.0,8.0,256.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/selected/grain2/all,1,5,"[22712.827361561467,22741.254071662035,22720.856677527103,22721.820846906983,22721.247557003553]",22721.247557003553,"[22712.01628604346,22801.92833827478,22730.244300349525,22721.175896060722,22724.749186686833]",22724.749186686833,,,129.0,129.0,4128.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/selected/grain2/masked25,1,5,"[7191.338825954816,7189.515962922538,7194.683831099184,7188.053553035564,7186.804325437895]",7189.515962922538,"[7191.07312019647,7189.219361587901,7206.952626527,7187.771369685071,7186.5478885631865]",7189.219361587901,,,129.0,40.0,1280.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random129/tuple_series/union/selected/grain2/sparse17,1,5,"[1608.8666666667518,1609.555402298752,1607.8328735627056,1613.2027586210065,1609.138850575267]",1609.138850575267,"[1609.5183908528898,1611.6825286869357,1607.7818390945088,1624.1190805049391,1609.0829885588496]",1609.5183908528898,,,129.0,8.0,256.0,324.0,348.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/complete/grain1/all,1,5,"[42760.347560975344,42807.926829267526,42768.71341463422,42846.73170731822,42747.98780487735]",42768.71341463422,"[42759.0426824747,42854.96951214133,42767.70121899661,43011.189024870946,42747.1646345311]",42767.70121899661,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/complete/grain1/masked25,1,5,"[12690.647912885388,12689.531760435635,12687.132486388198,12670.598911070732,12663.593466424492]",12687.132486388198,"[12704.84391977768,12689.072594988691,12686.705989086517,12670.145190709189,12663.132486418965]",12686.705989086517,,,256.0,75.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/complete/grain1/sparse17,1,5,"[2828.9293214862596,2828.792003230947,2826.5521001616053,2829.1344911146293,2831.1522617124265]",2828.9293214862596,"[2833.138529844268,2828.763327892322,2826.4596123412052,2828.9995961394357,2831.0573506762967]",2828.9995961394357,,,256.0,16.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/complete/grain2/all,1,5,"[42532.12804878053,42548.08536585393,42539.18292682948,42534.71341463418,42558.43902439014]",42539.18292682948,"[42531.219511457915,42546.9268287909,42537.689024556596,42533.26829246184,42556.65853578671]",42537.689024556596,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/complete/grain2/masked25,1,5,"[12610.061261261215,12608.290090090326,12608.926126125778,12604.372972973171,12627.80360360367]",12608.926126125778,"[12609.645044584475,12607.816216250858,12608.463062811958,12604.090089381143,12659.318919169302]",12608.463062811958,,,256.0,75.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/complete/grain2/sparse17,1,5,"[2840.2301136363744,2840.4914772727357,2837.92573051942,2842.403814935058,2840.8599837662737]",2840.4914772727357,"[2840.1290584107687,2840.407873350159,2837.8116884265514,2842.313311627738,2844.7853084456597]",2840.407873350159,,,256.0,16.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/selected/grain1/all,1,5,"[42745.1463414632,42735.13414634144,42712.615853658346,42889.78658536583,42838.31707317021]",42745.1463414632,"[42743.95122060591,42733.47560794674,42710.945119945725,42954.21341594636,42837.10975359121]",42743.95122060591,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/selected/grain1/masked25,1,5,"[12637.958408679817,12634.629294756163,12643.69801085009,12642.886075949422,12644.07052441198]",12642.886075949422,"[12637.54611220598,12634.180832145736,12659.294755396157,12642.56962066912,12643.607595065929]",12642.56962066912,,,256.0,75.0,2400.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/selected/grain1/sparse17,1,5,"[2835.887540453059,2836.7411003236316,2833.825242718461,2839.567152103584,2830.647653721697]",2835.887540453059,"[2835.8082523970747,2838.180016087231,2833.7237054413135,2839.465210467491,2830.5457120417705]",2835.8082523970747,,,256.0,16.0,512.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/selected/grain2/all,1,5,"[42981.0613496931,42973.11656441627,42993.570552148165,43053.012269938765,42941.44785276049]",42981.0613496931,"[42979.45398973563,42971.4355831398,42992.20858720107,43271.68098155929,42939.88956969826]",42979.45398973563,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/selected/grain2/masked25,1,5,"[12697.711433756642,12703.898366606125,12704.029038112005,12702.506352087146,12698.535390199946]",12702.506352087146,"[12697.223230659012,12703.506351834605,12703.591651213377,12702.034482390774,12698.07804013489]",12702.034482390774,,,256.0,75.0,2400.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/intersection/selected/grain2/sparse17,1,5,"[2814.510064412275,2819.6888083734943,2816.5378421900473,2816.5845410627635,2817.231481481516]",2816.5845410627635,"[2814.423510427594,2823.6710949314415,2816.468196579959,2816.470612013352,2818.2576488249565]",2816.470612013352,,,256.0,16.0,512.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/complete/grain1/all,1,5,"[42527.3212121215,42489.44848484801,42493.87272727228,42471.709090907694,42486.90303030457]",42489.44848484801,"[42581.41212134929,42488.23636248055,42492.55757575597,42470.17575725101,42485.40606182139]",42488.23636248055,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/complete/grain1/masked25,1,5,"[12567.931654675967,12557.919064747739,12560.134892086298,12557.690647481822,12565.631294964298]",12560.134892086298,"[12567.426259063317,12557.428057033636,12559.661870078644,12557.32194223004,12565.196043102567]",12559.661870078644,,,256.0,75.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/complete/grain1/sparse17,1,5,"[2818.6894609815467,2810.8813354786316,2818.053097345049,2813.369267900256,2809.395012067631]",2813.369267900256,"[2818.572807722938,2810.76790028265,2817.9682220345508,2813.271118354913,2809.3049074464498]",2813.271118354913,,,256.0,16.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/complete/grain2/all,1,5,"[42576.890243903115,42564.859756096615,42557.64634146407,42560.987804878976,42606.810975608394]",42564.859756096615,"[42575.37804688781,42563.3719515179,42556.23780575595,42559.45121968114,42605.46951095088]",42563.3719515179,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/complete/grain2/masked25,1,5,"[12634.820652173526,12661.570652174429,12644.394927536387,12648.880434782212,12638.364130434742]",12644.394927536387,"[12634.407608936232,12726.427536253525,12652.760870133678,12657.021739124648,12643.869565075927]",12652.760870133678,,,256.0,75.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/complete/grain2/sparse17,1,5,"[2846.3726606996743,2843.6899918633017,2844.043938161122,2847.2445077298294,2847.4727420666027]",2846.3726606996743,"[2846.264442712892,2843.5960131939564,2843.938567824129,2850.2591537961052,2847.376322186657]",2846.264442712892,,,256.0,16.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/selected/grain1/all,1,5,"[43136.543209876116,43074.66666666455,43248.53703703746,43166.19753086393,43225.38271605017]",43166.19753086393,"[43135.160495570926,43073.45679035841,43288.425926512886,43165.098764959876,43388.481482210926]",43165.098764959876,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/selected/grain1/masked25,1,5,"[12677.665461121127,12676.580470162084,12672.244122965152,12671.296564195107,12661.86799276698]",12672.244122965152,"[12677.175407253439,12690.555154033103,12671.913200836794,12670.880650515077,12661.35804691812]",12671.913200836794,,,256.0,75.0,2400.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/selected/grain1/sparse17,1,5,"[2813.0724289716086,2803.6558623448946,2795.7130852340215,2803.5202080833387,2799.85994397748]",2803.5202080833387,"[2812.975990422319,2807.619847833509,2795.643457462064,2803.430172051532,2799.77350929716]",2803.430172051532,,,256.0,16.0,512.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/selected/grain2/all,1,5,"[42944.93865030654,42923.68098159602,42923.88343558415,42913.92638036565,42920.466257667926]",42923.68098159602,"[42997.24539954796,42922.42944751583,42922.15337402593,42912.35582840178,42918.987729853776]",42922.15337402593,,,256.0,256.0,8192.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/selected/grain2/masked25,1,5,"[12667.507272727202,12661.343636363881,12658.85090909161,12661.614545454599,12659.309090908944]",12661.343636363881,"[12672.540000163612,12660.816363760121,12658.352727819214,12661.118181230533,12658.798181787875]",12660.816363760121,,,256.0,75.0,2400.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/direct_direct/union/selected/grain2/sparse17,1,5,"[2810.769169008468,2822.6953030911727,2812.343235648468,2812.612605379503,2811.6680048174085]",2812.343235648468,"[2810.654355675623,2879.600963454891,2812.2464873073845,2812.501405053603,2811.5708550565823]",2812.2464873073845,,,256.0,16.0,512.0,1024.0,1024.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/complete/grain1/all,1,5,"[754.3444490905287,772.0467279949823,755.4020489232701,755.7826677817269,754.3619067530831]",755.4020489232701,"[754.3204055990643,772.019652913371,759.5722349788837,755.7610286634908,754.3292912368007]",755.7610286634908,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/complete/grain1/masked25,1,5,"[407.3131974493279,405.17450466864074,409.8599407879763,408.52300159416967,409.95963334092363]",408.52300159416967,"[407.8787861436784,405.16220679272504,409.84536552946497,408.50859714001945,411.01719427924206]",408.50859714001945,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/complete/grain1/sparse17,1,5,"[256.7091101463032,257.88817541683386,258.60717282644316,257.8628917508849,257.43726513189137]",257.8628917508849,"[256.7003539026962,258.32930789070235,258.60049618886495,257.85409901610444,257.4287642739208]",257.85409901610444,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/complete/grain2/all,1,5,"[954.2777266149137,934.9842126036033,992.7731877384613,1010.3537692408946,941.0935403236415]",954.2777266149137,"[955.6057097706007,934.9618471282295,1080.1144586287028,1010.3341665466003,941.0632811187947]",955.6057097706007,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/complete/grain2/masked25,1,5,"[427.06511570654834,428.08339487936826,430.9499630723779,427.94048498276914,429.0283727227966]",428.08339487936826,"[427.0470827069102,428.0659773682051,433.24378385441486,427.92928358351503,429.01735598586606]",428.0659773682051,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/complete/grain2/sparse17,1,5,"[268.2592834376546,268.2460734994807,268.1547943627349,268.82877001651184,268.3371606313124]",268.2592834376546,"[268.2486847519879,268.23528282838987,268.1453093161231,268.818593756752,268.73011790191214]",268.2486847519879,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/selected/grain1/all,1,5,"[1096.6068256194483,1096.206482780114,1097.6610565684841,1100.4617422471554,1101.6256817827698]",1097.6610565684841,"[1096.5745675701958,1096.1721988653248,1097.6231884574427,1101.45067792578,1101.6018388648954]",1097.6231884574427,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/selected/grain1/masked25,1,5,"[395.94749203153873,394.99116479338323,394.3053178996816,402.36956886428504,397.00039143320197]",395.94749203153873,"[395.9359167811035,395.4595984922978,394.29217693160746,402.3540793026737,396.9874182249052]",395.9359167811035,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/selected/grain1/sparse17,1,5,"[189.70295494122686,217.7495102307361,189.92231715280803,193.5859272964764,189.50704723552266]",189.92231715280803,"[189.69721375780242,217.7380822795496,190.21166195490008,193.58059425312575,189.49970069496314]",190.21166195490008,,,256.0,16.0,512.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/selected/grain2/all,1,5,"[1312.9566168428769,1315.5570543200888,1311.6523878964613,1310.8601895734594,1302.9648195406455]",1311.6523878964613,"[1312.9101348871316,1317.3527160205772,1311.609004737505,1310.8162595794547,1302.9174261632145]",1311.609004737505,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/selected/grain2/masked25,1,5,"[464.58981444926695,466.8468877483898,463.587314120278,460.3953151730481,460.2937228582722]",463.587314120278,"[464.5773127977274,466.829714427006,463.5729043228085,460.37965522949077,460.4892748940376]",463.5729043228085,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/intersection/selected/grain2/sparse17,1,5,"[212.55497685185233,202.14074074073915,202.49340277777688,202.25980902777857,202.4960937500001]",202.49340277777688,"[212.79458912644074,202.13605323880932,202.48680555488994,202.25292245270424,202.6045138934394]",202.48680555488994,,,256.0,16.0,512.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/complete/grain1/all,1,5,"[753.487409304318,753.6865130175021,744.3804950917598,752.7934272300522,756.6563166880076]",753.487409304318,"[753.4625480182314,753.6605847154349,744.3531797062584,752.7712334483606,757.5918694015658]",753.4625480182314,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/complete/grain1/masked25,1,5,"[393.01175329491826,400.43783876305116,399.8063559080304,399.505277571751,397.5678667199175]",399.505277571751,"[392.99868773142754,400.42585725910607,399.7923774903982,399.4952359144017,397.5452159667009]",399.4952359144017,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/complete/grain1/sparse17,1,5,"[259.0152788104103,259.2604460966515,260.4732713754663,259.7150929368023,261.1925278810395]",259.7150929368023,"[259.0066914507889,259.25104089555606,260.46438661982137,259.7058364259945,261.18572490554556]",259.7058364259945,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/complete/grain2/all,1,5,"[994.2184137106472,937.341437491701,939.5176032948002,934.1214295203853,1001.0635047163449]",939.5176032948002,"[994.1871927702842,937.7659094048058,940.7714893104543,934.0935299000803,1005.8359240016804]",940.7714893104543,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/complete/grain2/masked25,1,5,"[428.2438668046492,427.8559079564147,427.22651731905455,437.28282705302274,425.35770378036347]",427.8559079564147,"[428.8110427969072,427.8458026639875,427.2106897297663,437.2679125931849,425.3423023121361]",427.8458026639875,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/complete/grain2/sparse17,1,5,"[268.5378704302521,269.010309278345,268.8388937497604,268.4774603416089,268.42804428044604]",268.5378704302521,"[268.52980560230986,269.6024650963446,268.8325407934394,268.46749343439825,268.419332754244]",268.52980560230986,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/selected/grain1/all,1,5,"[1081.7617813024522,1074.9214579838554,1074.4116211682147,1073.1252096995509,1066.7666615830328]",1074.4116211682147,"[1083.0486502651218,1074.895226463248,1074.3753240881526,1073.086319939618,1066.7257892018918]",1074.3753240881526,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
neoverse-v2,algebra/random256/plain_plain/union/selected/grain1/masked25,1,5,"[387.30667999333696,394.21939030484816,394.95957576767415,394.89194291743433,393.47870509189283]",394.21939030484816,"[387.2936309585171,394.20495308721723,394.9469709478758,394.8775057081013,393.86584486409816]",394.20495308721723,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
